time,treatment,sampler,replicatenumber,sampleid,mass,length,PCB1,PCB2,PCB3,PCB4,PCB5,PCB6,PCB7,PCB8,PCB9,PCB10,PCB11,PCB12+13,PCB14,PCB15,PCB16,PCB17,PCB18+30,PCB19,PCB20+28,PCB21+33,PCB22,PCB23,PCB24,PCB25,PCB26+29,PCB27,PCB31,PCB32,PCB34,PCB35,PCB36,PCB37,PCB38,PCB39,PCB40+71,PCB41,PCB42,PCB43,PCB44+47+65,PCB45,PCB46,PCB48,PCB49+69,PCB50+53,PCB51,PCB52,PCB54,PCB55,PCB56,PCB57,PCB58,PCB59+62+75,PCB60,PCB61+70+74+76,PCB63,PCB64,PCB66,PCB67,PCB68,PCB72,PCB73,PCB77,PCB78,PCB79,PCB80,PCB81,PCB82,PCB83,PCB84,PCB85+116,PCB86+97+109+119,PCB87+125,PCB88,PCB89,PCB90+101+113,PCB91,PCB92,PCB93+100,PCB94,PCB95,PCB96,PCB98,PCB99,PCB102,PCB103,PCB104,PCB105,PCB106,PCB107,PCB108+124,PCB110,PCB111,PCB112,PCB114,PCB115,PCB117,PCB118,PCB120,PCB121,PCB122,PCB123,PCB126,PCB127,PCB128+166,PCB129+138+163,PCB130,PCB131,PCB132,PCB133,PCB134,PCB135+151,PCB136,PCB137,PCB139+140,PCB141,PCB142,PCB143,PCB144,PCB145,PCB146,PCB147+149,PCB148,PCB150,PCB152,PCB153+168,PCB154,PCB155,PCB156+157,PCB158,PCB159,PCB160,PCB161,PCB162,PCB164,PCB165,PCB167,PCB169,PCB170,PCB171+173,PCB172,PCB174,PCB175,PCB176,PCB177,PCB178,PCB179,PCB180+193,PCB181,PCB182,PCB183,PCB184,PCB185,PCB186,PCB187,PCB188,PCB189,PCB190,PCB191,PCB192,PCB194,PCB195,PCB196,PCB197,PCB198+199,PCB200,PCB201,PCB202,PCB203,PCB205,PCB206,PCB207,PCB208,PCB209
2,LB400,SPME,S2,2_LB400_SPME_S2,NA,24.8,0.522750701,0.008322184,0.029240914,6.249668733,0.005672234,0.605837932,0.078239626,1.75967697,0.026307862,0.754253467,0.070426075,0.099018027,0.001439377,0.290046314,0.370703222,3.451354776,1.087861281,4.557596573,3.381018904,0.274307512,0.489789701,0.004661518,0.004988134,0.929028381,1.066317495,1.710116897,1.890664802,2.515338467,0.090401127,0.024890457,0.004670477,0.188111322,0.007782893,0.023774073,1.836817947,0.099366273,0.903893061,0.33625708,3.936042264,0.412090462,0.332839083,0.505638455,2.190336986,1.30844063,0.819929774,3.12478835,0.116824185,0.027747718,0.643781063,0.062601115,0.033819,0.34459483,0.186973341,2.729847581,0.233840853,1.003920945,1.910786143,0.074085891,0.076823848,0.065440223,0.026973408,0.105625004,0.002395971,0.01288382,0.001081806,0.028299473,0.174492118,0.17782185,0.407716221,0.174163436,0.421093686,0.241541502,0.348772568,0.052692184,0.845907546,0.058158095,0.310679044,0.069759211,0.065510658,1.100330371,0.04875677,0.00306544,0.546169779,0.14161938,0.040665454,0.004952897,0.255706395,0.002519474,0.080871127,0.027818426,1.070335707,0.002744764,0.006634347,0.029139271,0.006689763,0.084113108,0.626190216,0.004198225,0.001231084,0.015441861,0.017089013,0.002620895,0.000878198,0.038626342,0.218034269,0.021066626,0.011170503,0.088639473,0.015717265,0.030247507,0.107601781,0.044862001,0.023105263,0.016629541,0.03328627,0.005131387,0.003606245,0.020615727,0.004317221,0.035041739,0.19569746,0.006611836,0.005226056,0.004974036,0.126056197,0.012084609,0.004529096,0.022340284,0.026556653,0.00062579,0.001665898,0.005392578,0,0.01397646,0.001472342,0.016654031,0,0.016687442,0.029378285,0,0.029998976,0.007264643,0.006321777,0.020441048,0.010722858,0.0156931,0.033517668,0.129415876,0.194619085,0.016842308,0.229685601,0.010388674,0.029990285,0.03266231,0.144911843,0,0.007320652,0,0,0.009487818,0.007062044,0.00563979,0.016492726,0.015406803,0.016852511,0.002940869,0.004781703,0.007749075,0.004459798,0.012758958,0.014614098,0.009772206,0.183371736
2,LB400,SPME,S3,2_LB400_SPME_S3,NA,20.2,0.39710923,0.007153947,0.019912769,4.242255139,0.003503242,0.426571845,0.053474497,1.278477807,0.018633923,0.601221691,0.051249328,0.069246047,0.00202464,0.227638412,0.254235362,2.379515569,0.783939959,3.297150556,2.481735985,0.217663713,0.394951084,0.003859355,0.005077942,0.644321841,0.745343982,1.20896057,1.38031564,1.832488078,0.068101021,0.020506207,0.003872173,0.164060584,0.007278501,0.018814166,1.428151755,0.084851437,0.652902118,0.248133753,2.900421896,0.336198105,0.227251408,0.379075689,1.586251719,0.923914285,0.5652223,2.213408285,0.082008708,0.02168015,0.500260716,0.04484248,0.025341593,0.261213135,0.164990288,2.094430361,0.192553702,0.783868343,1.441633337,0.054412138,0.062303108,0.048069132,0.020265416,0.088364447,0.001132378,0.010165187,0,0.018887073,0.140815598,0.208320096,0.306595168,0.144498688,0.32709355,0.202239549,0.277152977,0.040243014,0.66541893,0.038219714,0.247045951,0.050628835,0.050906093,0.841520383,0.035024776,0.002933681,0.408970026,0.104806973,0.031993633,0.004507657,0.213017477,0.001708929,0.064956514,0.024288379,0.838861844,0.004234358,0.005810618,0.025001351,0.004958584,0.059701769,0.513218027,0.005550702,0.0023702,0.011820805,0.013350203,0.001709348,0.001408991,0.033162485,0.211838687,0.022826052,0.011265158,0.079703056,0.018253524,0.026857358,0.093869416,0.04193275,0.018099816,0.015679255,0.029875835,0.003916078,0.003197115,0.018474664,0.002769836,0.032992618,0.187014611,0.0074628,0.006358141,0.004655714,0.126804978,0.010650387,0.004770525,0.0178701,0.027332856,0.000642984,0.00188828,0.006463857,0,0.014402586,0.001162381,0.015425497,0.002459387,0.013882034,0.041111723,0.012718144,0.034469478,0.006216695,0.006993059,0.026427386,0.009454361,0.018041883,0.039129405,0.119226707,0.161987925,0.019963296,0.18530792,0.010372564,0.021279644,0.040883772,0.120392923,0.002950432,0.00788387,0,0,0.008398473,0.011742936,0.008347598,0.016286115,0.021859479,0.024416765,0.005067402,0.007247566,0.011687054,0,0.013396223,0.01512963,0.006724152,0.168449436
3,LB400,SPME,S1,3_LB400_SPME_S1,NA,28.9,0.024349831,0.003056449,0.003849888,2.618841493,0.005062023,0.463604891,0.159993108,0.535832482,0.013104987,0.422731413,0.061655025,0.181800355,0.002855983,0.418443103,0.907179854,8.113686926,2.410449587,6.588264338,11.34344797,1.63383785,1.587924362,0.030192798,0.016709038,2.55922189,2.850158523,3.282329346,5.58224772,4.469456536,0.202703483,0.082994199,0.004962789,0.691246478,0.031408579,0.076505406,6.609531116,0.842617561,3.209076568,1.126161446,11.45415658,1.563487731,1.028872406,2.733650304,6.956580554,3.380162456,1.797987748,10.14448819,0.274815641,0.134085844,3.325793224,0.148620313,0.103855145,1.014836849,1.257096729,14.13468109,0.637158095,3.864211061,9.195285326,0.247566194,0.153976492,0.159721827,0.052475626,0.407840725,0.006735888,0.035846903,0.006035062,0.020334709,0.684275527,0.911032354,1.766647016,0.72637874,1.453180462,1.081663008,0.371874538,0.219934757,2.930185991,0.789311232,1.061279876,0.155584375,0.181303699,4.661285589,0.161620284,0.018783404,1.6492938,0.427656596,0.103579555,0.01266897,0.98732057,0.005616033,0.200235144,0.091857118,3.584743441,0.005588139,0.025230053,0.118465022,0.159556018,0.206103204,1.827779427,0.01013555,0.00469649,0.060860609,0.052080463,0.008967255,0.006824578,0.102521623,0.570792623,0.054081849,0.029569997,0.280756261,0.052312355,0.080729921,0.269386494,0.134989415,0.097375493,0.090237774,0.090623954,0.009741345,0.01772032,0.055883135,0.015514292,0.085701667,0.54607327,0.038717393,0.032837498,0.017912973,0.337006111,0.053187347,0.021764325,0.061434112,0.069865534,0.005143638,0.002301178,0.035266451,0.008505475,0.03590589,0.00577374,0.047324236,0,0.029848667,0.040449678,0.010940028,0.042616901,0.005577846,0.013593444,0.028686088,0.017401539,0.0325516,0.060041016,0.601901657,1.255430562,0.029911652,1.47600059,0.01480251,0.159133749,0.061421359,0.942257927,0.009397833,0.016196523,0.007069553,0,0.016293585,0.014170486,0.016399513,0.036447854,0.027024753,0,0.007677173,0.010516001,0.018113815,0.005171153,0.029445416,0.02225126,0.012353841,0.157562149
3,LB400,SPME,S2,3_LB400_SPME_S2,NA,28.5,0.022485011,0.002792025,0.004257203,3.12496896,0.001964482,0.153261,0.018036096,0.355099349,0.005899282,0.584591086,0.029458302,0.06436117,0.002011683,0.22518533,0.295353056,2.974830853,0.934461736,3.538623804,3.200320822,0.207918462,0.399408702,0.00574129,0.007934162,0.829857805,1.046274211,1.466666088,1.746545332,2.336319405,0.088435661,0.027441395,0.004322582,0.176282001,0.010983911,0.026675212,1.889261801,0.171445336,0.956277582,0.344594172,4.162732764,0.627122402,0.346007108,0.550578561,2.244465376,1.384114445,0.751304484,3.109095992,0.116086899,0.027199521,0.676691538,0.070697439,0.035289519,0.371401928,0.19363798,3.100353418,0.251847652,1.109495911,2.021433345,0.079347746,0.087949146,0.075857013,0.03944082,0.098628509,0.00486741,0.01613893,0.003109867,0.008863426,0.193864707,0.272672021,0.474921402,0.214783071,0.467358886,0.299236526,0.09804416,0.060564278,0.98933863,0.298051924,0.392966622,0.082745859,0.082414267,1.212243963,0.053326778,0.008647825,0.600901718,0.145242424,0.055693946,0.00728666,0.284799772,0.001779855,0.090380078,0.031952253,1.207638347,0.005104689,0.011484591,0.070011779,0.034702914,0.09672036,0.657965522,0.007426238,0.003465145,0.018488979,0.015977275,0.004515808,0.004332212,0.061405945,0.33586924,0.035730935,0.014619963,0.132735039,0.05035361,0.041904438,0.170235214,0.075843198,0.075254265,0.072112928,0.046473469,0.007697747,0.015499571,0.030839333,0.011981411,0.053129679,0.315325819,0.034203548,0.030136442,0.015918769,0.21019249,0.046494556,0.021791835,0.040055395,0.043322899,0,0.00270746,0.035540826,0.005099866,0.022793675,0.003340877,0.036456876,0.002741179,0.025370454,0.0333572,0.006232353,0.037914814,0,0.012389385,0.028771111,0.019305681,0.024615616,0.053313697,0.613763863,1.273417126,0.024596095,1.478857144,0.013973066,0.153871741,0.049819704,0.949552466,0.012968677,0.011336109,0.007969495,0,0.014188297,0.010694544,0.008884386,0.022236758,0.022795875,0,0.006144387,0.008549599,0.01627997,0.004599331,0.02097249,0.019691657,0.014440676,0.166254122
3,LB400,SPME,S3,3_LB400_SPME_S3,NA,41.65,0.026001215,0.002023567,0.001945194,4.092957965,0.002128021,0.233684704,0.023211311,0.522661235,0.007439552,0.743730923,0.039239865,0.075613803,0.001849839,0.27011966,0.389096138,3.888553222,1.224759259,4.55615356,3.735350685,0.25621557,0.455434169,0.008399705,0.009235481,1.03708016,1.354530991,1.930793339,2.11961531,2.881124335,0.121340237,0.034597531,0.006167668,0.197411467,0.014376437,0.033318614,2.235600774,0.291488774,1.157741189,0.442383218,5.368107045,0.778799943,0.409404633,0.662322064,2.824300336,1.670134569,0.872527432,4.004040118,0.141149791,0.033563505,0.785807975,0.093909022,0.039165002,0.462521489,0.213528649,3.534333508,0.306907,1.361835071,2.349054007,0.087503521,0.119000564,0.095747666,0.05002201,0.12034643,0.005694302,0.029578624,0.003788138,0.008026481,0.237553074,0.338242218,0.532678352,0.258235037,0.515431786,0.378551419,0.128190065,0.066070866,1.196584106,0.346519878,0.463509013,0.104160529,0.105841472,1.386826285,0.068913533,0.012694493,0.67091461,0.161719061,0.069592145,0.008558537,0.314348087,0.002970747,0.105853938,0.035671468,1.442323423,0.00574104,0.008374613,0.077217684,0.026160939,0.125503912,0.741864453,0.008209742,0.004508601,0.020239886,0.020449021,0.002869503,0.002553995,0.063915357,0.370317358,0.039650101,0.018510603,0.147378664,0.056753602,0.047374264,0.203625509,0.078732049,0.078714461,0.079858924,0.048283537,0.009106798,0.016807627,0.034634265,0.014480344,0.055827408,0.356743868,0.04186863,0.033218426,0.017992353,0.222160533,0.050276439,0.02418797,0.043845832,0.044479207,0.003034361,0.002637913,0.039315918,0.007589604,0.022750592,0.004644646,0.039435485,0,0.023631711,0.040703255,0.009152655,0.040771225,0.006964988,0.009533544,0.025508894,0.020028091,0.027611588,0.05072454,0.695657388,1.398725189,0.025284784,1.634270971,0.010836077,0.17256913,0.052490637,1.049038287,0.006482317,0.009626596,0.004582543,0.003519978,0.013340958,0.014232257,0.015272457,0.031880678,0.030580759,0.015750773,0.005514597,0.008164723,0.020665085,0,0.023206553,0.023634852,0.017101875,0.15539823
1,Ctrl,PUF,S1,1_Ctrl_PUF_S1,10.288,NA,12.75522096,0.134040805,0.542662511,208.1966235,0.047663358,7.694430665,0.600968625,24.77494202,0.264328248,17.73949725,1.04530314,0.873912361,0.018256841,2.852013396,3.062274971,26.44937998,9.701731025,43.58274801,17.10742654,1.903903939,2.878426363,0.031692252,0,5.556354499,6.953948156,10.90611862,12.59427954,14.72865615,0.589401877,0.125751174,0.01399366,0.845606314,0,0.097756296,6.049594521,0.520755809,3.295647519,1.563991484,16.03487809,2.730515867,1.381363121,2.291973898,9.157461584,5.797476456,2.73646879,14.48529203,0.576780966,0.04841808,1.759001422,0.224293713,0.04648526,1.094239244,0.558260281,9.529785745,0.833872274,3.438757977,5.468666443,0.257622106,0.25890374,0.223551682,0,0.174809458,0.00740305,0.015117887,0,0.009049398,0.197045485,0.226908139,1.147278757,0.434991956,0.993218183,0.800017499,0,0.082564622,3.251017449,0.805777623,0.97184273,0.191248518,0.208376789,4.379624752,0.123717692,0,1.588349218,0.283266354,0.125352025,0.009782658,0.482103751,0.002891709,0.136923724,0.048770964,2.602480495,0.004140757,0,0.045324162,0.040608739,0.166245621,1.306048814,0,0.008128455,0.025626896,0.028338062,0,0,0.100767282,0.698641809,0.028225833,0.035305381,0.366439074,0.040500889,0.096644994,0.591349641,0.325765044,0.044679594,0.048213297,0.119789559,0,0,0.100525312,0,0.151330058,1.040464624,0,0.012306842,0.011454295,0.549812745,0.035731474,0,0.053885927,0.108490775,0.006071337,0,0,0.011801947,0.039718547,0.006932146,0.035107335,0,0,0.040923858,0,0.056885221,0,0.021170396,0.035299974,0.021816073,0.051662786,0.067342537,0,0.02587115,0.034134754,0.036341675,0,0.004967077,0.112093416,0.023229308,0.02576617,0,0,0,0.067853651,0.029168762,0.031662829,0.12056345,0,0.067704671,0.046334183,0.039794117,0.02761836,0,0.030935942,0.049823254,0,0.680484146
1,Ctrl,PUF,S2,1_Ctrl_PUF_S2,9.926,NA,9.160897136,0.07938801,0.34071288,178.6687186,0.029675752,5.388254243,0.379943141,16.75438234,0.152788839,14.86448383,0.848097686,0.720633502,0.017484782,2.507395113,2.881552948,22.17630397,8.008892064,41.73011011,12.86017262,1.264512546,2.033583704,0.020404204,0,4.155055115,5.400142844,10.06531169,9.055667876,12.74530017,0.427734517,0.08220818,0,0.525197825,0.014727171,0.073066567,3.879260608,0.557180018,2.295287128,1.079032966,10.92835007,2.093241949,1.000574403,1.504752754,6.179514992,4.503060701,1.883158684,10.5299027,0.50169812,0.048409818,0.999253274,0.158202237,0.056784857,0.72862104,0.326581957,5.57771836,0.452752387,2.268128644,3.307013872,0.171041722,0.163701762,0.133052063,0,0.133992096,0.013867516,0.016762395,0,0.010197376,0.118196003,0.250103911,0.936364703,0.223337942,0.631069844,0.49624946,0,0.072327463,2.380182309,0.4022582,0.635027957,0.103901514,0.098346515,3.464067484,0.075824253,0.029006958,0.844138023,0.153556573,0.066389652,0.012629045,0.309239967,0.00165915,0.081180232,0.036083193,1.749079605,0.003563708,0,0.029952468,0,0.101128373,0.876155779,0.018071451,0.006296119,0.031644957,0.019815996,0,0,0.079680435,0.389529363,0.039111768,0.01951976,0.257723346,0.019642343,0.057704905,0.352392935,0.2057095,0.050232574,0.029292674,0.094054413,0.014797963,0.008534009,0.04992106,0.004157668,0.077951443,0.619401211,0.005796455,0.006994499,0.007050788,0.423504832,0.016911673,0.004251146,0.029997162,0.055460582,0,0.004225691,0,0,0.019177684,0.005339631,0.02519929,0,2.086398667,0.142914006,0.160903386,0.048250947,0.029770901,0.025007121,0.03330829,0.026507539,0.018693404,0.056370783,0.025117195,0.075874078,0.029387216,0.119027363,0.012286996,0.016361286,0.092696902,0.076565139,0.016218429,0,0.01662855,0,0,0,0,0,0,0.021634591,0,0.034456132,0.019856855,0,0.119805236,0,0,0.622592937
1,Ctrl,PUF,S3,1_Ctrl_PUF_S3,10.345,NA,14.20290881,0.128704802,0.597828669,211.0353275,0.059991913,8.849690155,0.628303404,27.96262782,0.253124866,16.66740692,0.840207722,0.898099913,0.023457868,2.708956148,4.049876904,31.30547425,12.61527153,47.74271406,18.97181902,2.942997976,3.44663757,0.035749697,0,5.505268384,7.045819283,11.5160928,14.86950481,17.08905245,0.605738253,0.104617077,0.014421353,0.772834068,0.017879319,0.091873512,5.497391772,0.591797931,3.192152853,1.601862165,14.72892942,2.49521338,1.535335853,2.576159199,8.994034521,6.471082449,2.830099641,14.42088681,0.644276795,0,1.442524757,0.147504051,0.068819765,1.032533625,0.416444496,7.872597092,0.595462615,3.102069142,4.277752644,0.180381168,0.193318261,0.177253584,0.085047389,0.131566522,0.012709029,0.010686658,0,0.010394985,0.257376044,0,0.914343912,0.246731308,0.734792826,0.541514341,0,0.081748264,2.348206547,0.472266636,0.676003149,0.120747861,0.130700522,3.595857761,0.123155466,-0.001219018,1.069509386,0.240997801,0.093378715,0.015479799,0.327188834,0.002928485,0.080887971,0.042892378,1.689616059,0.001258026,0.012230956,0.027663299,0,0.113047943,0.792938381,0.008638781,0.004939099,0.013540598,0.024214325,0,0.008950742,0.06431483,0.38846433,0.029723373,0.025224203,0.18899722,0.019988245,0.061521436,0.254853707,0.156354399,0.035205318,0.02823965,0.072113431,0.008971055,0.007351988,0.043689285,0.007175786,0.071951375,0.512716036,0.007993426,0.008068715,0.005745514,0.333813337,0.012693523,0.007068882,0.018864351,0.038864109,0.003213121,0.001756639,0,0.005258045,0.023119525,0.003005856,0.01406755,0,0.446109776,0.032150815,0.020317801,0.029150658,0.013813696,0.017946442,0.024214241,0.012798014,0.060716167,0.042605471,0.036870211,0.060687692,0.020303874,0.079807034,0.006983042,0.013890885,0.05310758,0.039336014,0.02494116,0.003577201,0.007936093,0,0.031510847,0,0.008950283,0,0,0.01720881,0,0.013909798,0.014963443,0,0.052508,0,0,0.524897373
2,Ctrl,PUF,S1,2_Ctrl_PUF_S1,10.177,NA,12.26655845,0.094643381,0.380265974,329.1920674,0.041873412,6.697659666,0.432567209,20.01701615,0.175968546,29.00365261,1.143945833,1.610759854,0.018694904,6.013618243,6.20649425,43.18217562,15.10470444,83.76844063,30.5209675,2.408795265,4.466759264,0.033440469,0,8.375478956,10.95937437,21.62310663,18.52793839,27.95803132,0.750233856,0.201217575,0.030719173,1.343354281,0.034574045,0.17024984,7.835111392,1.337468678,4.473256992,1.884687408,20.16404798,3.025433754,2.010706338,2.57184915,11.37907652,7.703703372,4.137514852,17.80639043,0.881620889,0.174393919,2.108765609,0.269357858,0.101258714,1.543337072,0.60834689,10.75116426,0.919868007,4.708606988,6.731133162,0.3039871,0.314027148,0.279653051,0.186697087,0.181521826,0,0.058487661,0.016342126,0,0.279163714,0.451105875,1.073049197,0.324897772,0.857890279,0.597651542,0.417006294,0.113895662,2.482203854,0.508019842,0.805657427,0.15109569,0.144419245,3.446169155,0.13916496,0.039340485,1.188790899,0.282852312,0.09797716,0.013517329,0.310684687,0,0.101687124,0.044131588,2.097506471,0.004883225,0.015633672,0.03146192,0.10755442,0.165302785,0.954911322,0.008532367,0.003578942,0.017806365,0.026698132,0,0,0.047266433,0.375959746,0.037046906,0.027990844,0.201489421,0.026799563,0.064004024,0.289526316,0.169349749,0.039497895,0.02883073,0.073015486,0,0.015315022,0.055930559,0.002335937,0.070035398,0.55087604,0.006895298,0.007088437,0.009820923,0.316651413,0.017048708,0.005280408,0.03400773,0.048064818,0,0,0.004528047,0.006356228,0.021556549,0,0.017435691,0,0.017937057,0.0446699,0,0.04626859,0,0.01182773,0.022490388,0.014777861,0.040195462,0.041073145,0,0.022055883,0.030374719,0.035210105,0.011327348,0.00604927,0.05565558,0.023049838,0,0,0,0,0.018697493,0,0.007722627,0,0.022115178,0,0.006627784,0.011164935,0.010988558,0,0,0.017852585,0.014430459,0.231382564
2,Ctrl,PUF,S2,2_Ctrl_PUF_S2,10.343,NA,9.901713382,0.091226432,0.336040451,300.2507924,0.042852382,6.156714522,0.372491527,18.22522023,0.141759203,26.50780999,1.159737508,1.785005581,0.017212093,6.499054309,6.412458887,44.871695,15.67332169,81.6324439,32.87136632,2.522952359,4.72367332,0.038068731,0,9.127392055,11.88793353,22.2664143,19.69793022,29.6689312,0.797034994,0.213552294,0.036985413,1.497644764,0.036744814,0.176544408,8.489188384,1.588461669,4.83151949,1.951845399,21.5065604,2.905498173,2.090007479,2.778954498,12.14242028,8.129359933,4.613595569,19.00229713,0.928096462,0.140401136,2.292145274,0.27937926,0.096777798,1.687412059,0.620485967,11.50688383,0.954735074,5.042032289,7.123734209,0.297265836,0.323354674,0.27974518,0.191690932,0.219386142,0,0.047190753,0.012116178,0,0.282309688,0.309095311,1.053615726,0.333650294,0.871535912,0.681834719,0.450861612,0.114878509,2.489725484,0.52115416,0.822884645,0.162229274,0.154104684,3.460009482,0.142686625,0.033103332,1.298784212,0.295052718,0.091972178,0.011878397,0.310621035,0,0.105081816,0.040737999,2.105564038,0.008465581,0.027586186,0.032807535,0.108677401,0.16210422,0.960272089,0.007704036,0.004781222,0.023476571,0.023483096,0.000127315,0,0.053367908,0.364003984,0.029236895,0.023116162,0.192332025,0.023232672,0.063574269,0.2859289,0.158140977,0.034993547,0.031862791,0.072470398,0,0.012793074,0.052257987,0.004822402,0.065051781,0.528767183,0.006461315,0.007136608,0.009007872,0.309045027,0.016273674,0.0050056,0.033423497,0.042626965,0,0,0.002780301,0.004745693,0.02376444,0,0.014360641,0,0.022615753,0.023408288,0,0.042617648,0,0.015769505,0.021253891,0.015154444,0.039756712,0.042913536,0,0.020393474,0.030163015,0.032281778,0.016367152,0.007897876,0.055133158,0.015975836,0,0,0,0,0.01627341,0,0.009198885,0.024543202,0.026864857,0,0.006050884,0.009039469,0.012780874,0,0.013003121,0.021514735,0.012120856,0.255371046
2,Ctrl,PUF,S3,2_Ctrl_PUF_S3,10.328,NA,11.92298814,0.092270986,0.355373406,310.9855196,0.040844503,6.618194367,0.494525342,18.52709468,0.1815094,28.27392367,1.308565927,1.958145414,0.020033206,7.411292884,6.191585213,43.08959296,14.58366476,75.99918518,33.28686297,2.627243342,5.385383721,0.032029359,0,9.0975875,11.65269696,20.78321212,20.32845103,27.89484264,0.720948789,0.262720679,0.036846519,1.949666956,0.042383164,0.193655446,9.2094638,1.507825225,5.070242493,1.940925886,21.15248091,2.957672109,2.144089393,2.832078575,11.7255128,7.489461616,4.112229242,18.54356785,0.809461211,0.112550835,2.677079666,0.286010171,0.103008278,1.637865688,0.748328964,13.0935682,1.041212158,5.366713321,8.235969341,0.353479217,0.333311408,0.290868506,0.17870977,0.254521848,0,0.055422499,0.010810495,0,0.260941569,0.354564673,1.000970151,0.316041188,0.779233624,0.643245738,0.440356864,0.102847995,2.247177475,0.425742621,0.760016862,0.129464275,0.129784157,3.180907714,0.119948197,0.028617985,1.106224462,0.267407227,0.088555995,0.012999144,0.300104454,0,0.103091154,0.042338599,2.06550529,0.003848294,0.015218828,0.030305377,0.081913609,0.1457734,0.903928605,0.009482635,0.0038259,0.020121362,0.019487445,0,0,0.048227017,0.336176385,0.030891058,0.028439608,0.178884018,0.023938196,0.059001018,0.262881629,0.145292442,0.026833865,0.026575033,0.063702664,0,0.009139914,0.048637014,0.003900435,0.062598764,0.486919397,0.005039037,0.005570377,0.007276318,0.279008349,0.01368611,0.003027806,0.026162316,0.035211188,0,0,0.001911894,0.016581059,0.025824837,0,0.014868696,0,0.023585015,0.036425007,0.017176673,0.040348612,0,0.011625844,0.028011276,0.012427391,0.031241602,0.03545295,0,0.011600527,0.028104966,0.023180071,0.007199276,0.002794434,0.048178939,0.01270394,0,0,0,0,0.014015345,0,0.005209883,0,0.019441628,0,0.004834326,0.006779586,0.010306358,0,0.013270164,0.023932087,0.006459162,0.239839725
3,Ctrl,PUF,S1,3_Ctrl_PUF_S1,10.123,NA,14.66401156,0.113105338,0.490566905,638.2846035,0.03897237,9.848839328,0.600442209,29.1441177,0.220007203,50.95650196,2.247368138,3.17061647,0.016560501,12.89644892,10.00319492,104.1182957,31.37076397,246.3388657,68.08102416,3.487919231,7.000984811,0.040488565,0,18.36670864,25.62577953,59.86079486,30.68288827,76.44249725,1.398145099,0.407434515,0.055897237,2.668336532,0.080994172,0.304919631,22.15897855,1.47041378,11.85501666,4.656781082,51.62034073,9.206048043,5.473551325,5.471273918,29.37347124,21.95848332,10.74389769,43.72967182,2.583197357,0.226265593,5.258720974,0.580678833,0.247252657,3.996045625,1.106786135,22.30446529,1.788369104,11.59792319,16.50105968,0.66528269,0.707792455,0.625301316,0.448790703,0.454605608,0,0.08575744,0.014337054,0,0.630509889,0.672212398,2.392951352,0.76411201,1.799141401,1.184933671,0.968756527,0.26055168,4.517682137,1.190345736,1.74182657,0.43434836,0.396321141,7.147594613,0.353406102,0,2.733613825,0.790020434,0.243654939,0.02554116,0.604747677,0.006219914,0.240710029,0.078540214,4.531809915,0.012484812,0.046558955,0.061613586,0,0.319226227,1.8073264,0.022865434,0.005288414,0.045304066,0.046289183,0,0,0.063993394,0.450113674,0.046003574,0.039021928,0.245428757,0.03483684,0.105697663,0.375243654,0.199495054,0.044011345,0.046332227,0.080382864,0.017798723,0.008942588,0.069452644,0.007098041,0.093539877,0.659409203,0.010754635,0.011072883,0.015238134,0.341958618,0.028732305,0.004439985,0.035000034,0.057768479,0,0.004861503,0.004404135,0,0.031390611,0.00363773,0.019333161,0,0.014998152,0,0,0.033035732,0.008999356,0.01186146,0.037048386,0.018449431,0.039762372,0.042500917,0,0.021597008,0.026300155,0.03281414,0.014872273,0.007151719,0.064069666,0.015675835,0,0,0,0,0.014894459,0,0,0,0.016292297,0,0.005057483,0.007984705,0.014170771,0,0,0.016715951,0.012357919,0.255252538
